"","Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","First.Time.Discloser","Population","City.Location","Sustainability.Targets.Master.Planning","Risk.Assessment.Actions","Nb.Hazards.Type","Hazards.Exposure.Level","Adaptation.Challenges.Health","Adaptation.Challenges.Economic","Adaptation.Challenges.Environment","Adaptation.Challenges.Infrastructure","Adaptation.Challenges.Social","Adaptation.Challenges.Governance","Adaptation.Challenges.Education","Adaptation.Challenges.Level","Risk.Health.System","Nb.Adaptation.Actions","Adaptation.Plan","City.Wide.Emissions.Inventory","GHG.Emissions.Primary.protocol","GHG.Emissions.Evolution","GHG.Emissions.Consumption","GHG.Emissions.External.Verification","GHG.Emissions.Reductions.Targets","Emissions.Reductions.Mitigation.Planning","Opportunities.Collaboration","Renewable.Energy.Target","Electricity.Source.Biomass","Electricity.Source.Coal","Electricity.Source.Gas","Electricity.Source.Geothermal","Electricity.Source.Hydro","Electricity.Source.Nuclear","Electricity.Source.Oil","Electricity.Source.Other","Electricity.Source.Solar","Electricity.Source.Wind","Electricity.Source.Renewable","Energy.Efficnecy.Target","Transport.Mode.Passenger.Public","Transport.Mode.Passenger.Cycling","Transport.Mode.Passenger.Other","Transport.Mode.Passenger.Private.motorized","Transport.Mode.Passenger.Walking","Low.Zero.Emission.Zone","Food.Consumption.Policies","Potable.Water.Supply.Percent","Water.Resource.Management.strategy","lat","long","Country.Code.3"
"53",2020,49339,"City and County of Honolulu","Honolulu","United States of America","North America","No",974563,"POINT (157.59 21.28)","Yes","Yes",4,100,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",40,"In progress","Yes","GPC","Increased","Intending to undertake in the next 2 years","Yes","Fixed level target","Yes","Yes","Yes",0,18.6,0,0,0,0,64,5.9,8.9,2.6,11.5,"Intending to undertake in the next 2 years",11.4,NA,NA,77,11.6,"No","Yes",99,"Yes",38.6317,-90.479,"USA"
"54",2020,73765,"Tuguegarao City","","Philippines","Southeast Asia and Oceania","Yes",165700,"","Yes","Yes",1,25,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Yes","Yes","City specific methodology",NA,NA,NA,"No target","Do not know","Yes","Do not know",NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,"Do not know",0,NA,0,NA,NA,"Yes",NA,98,NA,17.6167,121.7167,"PHL"
"55",2020,60274,"Prefeitura de Cruzeiro do Sul","Cruzeiro do Sul","Brazil","Latin America","No",88376,"POINT (-72.6761 -7.62799)","In progress","Yes",1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Do not know",NA,NA,NA,NA,NA,NA,"Do not know","Do not know","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,90,"Yes",-7.62799,-72.6761,"BRA"
"56",2020,2185,"Bristol City Council","Bristol","United Kingdom of Great Britain and Northern Ireland","Europe","No",463400,"","Yes","Yes",5,NA,0,1,0,0,0,0,0,1,"Yes",3,"Yes","Yes","GPC","Decreased","Yes","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",10,3.5,30.3,0,2.6,13.5,0.2,14.3,0,25.6,28.2,"Yes",26,16,2,34,21,"No","Yes",100,"Yes",51.45,-2.5833,"GBR"
"57",2020,2185,"Bristol City Council","Bristol","United Kingdom of Great Britain and Northern Ireland","Europe","No",463400,"","Yes","Yes",5,NA,0,1,0,0,0,0,0,1,"Yes",3,"Yes","Yes","GPC","Decreased","Yes","Do not know","Fixed level target","Yes","Yes","Yes",10,3.5,30.3,0,2.6,13.5,0.2,14.3,0,25.6,28.2,"Yes",26,16,2,34,21,"No","Yes",100,"Yes",51.45,-2.5833,"GBR"
"58",2020,31117,"City of Toronto","Toronto","Canada","North America","No",2919971,"POINT (-79.3832 43.6532)","Yes","Yes",11,191,0,1,1,1,0,0,0,3,"Yes",16,"Yes","Yes","GPC","Increased","In progress","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",1,NA,29,NA,23,34,NA,NA,1,12,NA,"Yes",28,6.5,2,57,6.5,"No","Yes",100,"Yes",43.6532,-79.3832,"CAN"
"59",2020,54603,"Alcaldia de Pasto","Pasto","Colombia","Latin America","No",455678,"","Yes","Yes",2,8,0,0,1,0,0,0,0,1,"Do not know",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Not intending to undertake","Yes","Intending to undertake in the next 2 years",NA,0,0,0,0,0,0,NA,0,0,0,"Do not know",NA,NA,NA,NA,NA,"No","Yes",80,"Yes",7.8353,-72.4736,"COL"
"60",2020,43930,"The Hague","The Hague","Netherlands","Europe","No",546847,"POINT (4.3007 52.0705)","Yes","Yes",3,31,NA,NA,NA,NA,NA,NA,NA,NA,"No",7,"Yes","Yes","GPC","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0.43,35,63,NA,NA,0.13,NA,NA,0.96,0.48,NA,"Yes",NA,NA,NA,NA,NA,"Yes","Yes",99.99,"Yes",52.0705,4.3007,"NLD"
"61",2020,59653,"City of Manhattan Beach, CA","Manhattan Beach","United States of America","North America","No",35532,"POINT (-118.405 33.8889)","Yes","Yes",3,19,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",3,"In progress","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,0,0,0,0,0,0,100,0,100,"In progress",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",33.8889,-118.405,"USA"
"62",2020,839650,"Ayuntamiento de Uriangato","","Mexico","Latin America","No",1241,"","Yes","Intending to undertake in the next 2 years",1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year intensity target","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",90,"Intending to undertake in next 2 years",20.1333,-101.1667,"MEX"
"63",2020,13113,"Newcastle City Council","Newcastle upon Tyne","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",300196,"","Yes","Yes",4,31,0,1,0,0,0,0,0,1,"Yes",5,"Yes","Yes","GPC","This is our first year of calculation","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Fixed level target","Yes","Yes","Yes",9.59,1.99,39.39,0,1.48,15.52,0.3,8.22,1.54,21.97,24.99,"Not intending to undertake",26,2.9,2,55.2,13.9,"No","Yes",100,"Yes",55.0077,-1.6578,"GBR"
"64",2020,36036,"City of Ibadan","Ibadan","Nigeria","Africa","No",6591589,"POINT (3.94704 7.37753)","Yes","Yes",1,12,0,1,0,0,0,2,0,3,"Yes",1,"Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","In progress",0,0,15,5,40,0,35,NA,5,0,50,NA,NA,NA,NA,NA,NA,"No",NA,50,NA,7.37753,3.94704,"NGA"
"65",2020,31163,"Istanbul Metropolitan Municipality","Istanbul","Turkey","Europe","No",15519267,"POINT (28.9784 41.0082)","Yes","Yes",6,20,0,0,0,2,0,1,0,3,"Do not know",2,"In progress","Yes","GPC","Decreased","Not intending to undertake","Intending to undertake in the next 2 years","Baseline scenario (business as usual) target","Yes","Intending to undertake in the next 2 years","Yes",0.7,28.4,37.8,1.3,25.8,0,1.6,0,0,4.4,31.5,NA,NA,NA,NA,NA,NA,"No","No",100,"Yes",41.0082,28.9784,"TUR"
"66",2020,59180,"Middelfart Kommune","Middelfart","Denmark","Europe","No",38553,"POINT (9.87264 55.471)","Yes","Yes",4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes","Yes","Regional or country specific methodology","Decreased",NA,"Do not know","Fixed level target","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",100,"Yes",55.471,9.87264,"DNK"
"67",2020,59180,"Middelfart Kommune","Middelfart","Denmark","Europe","No",38553,"POINT (9.87264 55.471)","Yes","Yes",4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes","Yes","Regional or country specific methodology","Decreased",NA,"Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",100,"Yes",55.471,9.87264,"DNK"
"68",2020,50385,"Prefeitura de Campo Grande","Campo Grande","Brazil","Latin America","No",786797,"POINT (-37.7142 -7.10801)","In progress","In progress",5,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Do not know",NA,NA,NA,NA,NA,NA,"Do not know","Yes","Do not know",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In progress",NA,NA,NA,NA,NA,"No","Do not know",99.9,NA,-7.10801,-37.7142,"BRA"
"69",2020,60546,"Nanjing Municipal People's Government","Nanjing","China","East Asia","No",8500000,"POINT (118.797 32.0603)","Yes","Not intending to undertake",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"In progress","2006 IPCC Guidelines",NA,NA,NA,"Base year emissions (absolute) target","Yes","Do not know","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Do not know",NA,"Yes",32.0603,118.797,"CHN"
"70",2020,60546,"Nanjing Municipal People's Government","Nanjing","China","East Asia","No",8500000,"POINT (118.797 32.0603)","Yes","Not intending to undertake",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,"In progress","2006 IPCC Guidelines",NA,NA,NA,"Base year intensity target","Yes","Do not know","In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Do not know",NA,"Yes",32.0603,118.797,"CHN"
"71",2020,50680,"Município de Cascais","Cascais","Portugal","Europe","No",212474,"POINT (-9.42229 38.697)","Yes","Yes",5,93,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",5,"Yes","Yes","Other","Increased","Intending to undertake in the next 2 years","Yes","No target","Yes","Yes","Yes",2,7,1,0,13,2,10,0,6,52,71,"Yes",NA,NA,NA,NA,NA,"No","No",100,"Yes",38.697,-9.42229,"PRT"
"72",2020,31166,"Jakarta City Government","Jakarta","Indonesia","Southeast Asia and Oceania","No",10557810,"POINT (106.865 -6.1751)","Yes","Yes",2,28,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Yes","2006 IPCC Guidelines","Increased","Intending to undertake in the next 2 years","Yes","Baseline scenario (business as usual) target","Yes","Yes","Yes",0,0,99.94,0,0,0,0.06,0,0,0,0,"Yes",NA,NA,NA,NA,NA,"Yes","Do not know",60,"In progress",-6.1751,106.865,"IDN"
"73",2020,50650,"City of Gibraltar","Gibraltar","Gibraltar","Europe","No",34838,"POINT (-5.35359 36.1408)","Yes","Intending to undertake in the next 2 years",6,61,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",5,"In progress","Yes","GPC","Increased","Yes","Do not know","Fixed level target","In progress","Yes","Yes",NA,NA,NA,NA,NA,NA,99.8,NA,0.2,NA,NA,"Yes",NA,NA,NA,NA,NA,"No","Do not know",100,"Intending to undertake in next 2 years",36.1324,-5.3781,"GIB"
"74",2020,73802,"Crespo","","Argentina","Latin America","No",21338,"","Do not know","Yes",4,37,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",5,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Baseline scenario (business as usual) target","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.0309,-60.3072,"ARG"
"75",2020,848138,"Prefeitura de Conde (Paraíba)","","Brazil","Latin America","Yes",24610,"","Intending to incorporate in the next 2 years","Intending to undertake in the next 2 years",NA,NA,0,0,0,0,1,0,0,1,"Do not know",1,"Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",NA,NA,NA,NA,NA,"Do not know","Yes",70,"Intending to undertake in next 2 years",-23.4439,-46.9178,"BRA"
"76",2020,43905,"City of San Antonio","San Antonio","United States of America","North America","No",1547253,"POINT (-98.4936 29.4241)","Yes","Yes",5,112,0,1,0,1,0,0,0,2,"Yes",4,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Do not know","Base year emissions (absolute) target","Yes","Yes","Yes",0,22.4,32.9,0,0,29.8,0,NA,7.4,7.5,14.9,"In progress",10,8,1,75,6,"No","Yes",100,"Yes",29.4241,-98.4936,"USA"
"77",2020,50368,"Municipalidad de Provincial de Arequipa","Arequipa","Peru","Latin America","No",1009132,"POINT (-75.329 -11.0557)","In progress","Yes",7,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"No target","Intending to undertake in the next 2 years","In progress","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Do not know",80,"Yes",-11.0557,-75.329,"PER"
"78",2020,63999,"City of Miami Beach, FL","Miami Beach","United States of America","North America","No",91917,"POINT (-80.13 25.7906)","Yes","Yes",4,63,0,0,0,2,0,0,0,2,"Yes",1,"Yes","Yes","GPC","Stayed the same","Not intending to undertake","Do not know","No target","Yes","Yes","Intending to undertake in the next 2 years",0,3.6,69.8,0,0,21.7,0.5,4,0.4,0,0.4,"Intending to undertake in the next 2 years",12,5.5,12,56.5,14,"No",NA,100,"Intending to undertake in next 2 years",25.7906,-80.13,"USA"
"79",2020,31177,"Salt Lake City","Salt Lake City","United States of America","North America","No",200591,"POINT (-111.891 40.7608)","Yes","Yes",2,45,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",3,"Yes","Yes","ICLEI","Stayed the same","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","Yes","Yes","Yes",0.37,58.89,10.57,0.39,7.09,0,0,10.59,3.54,8.56,19.58,"Not intending to undertake",NA,NA,NA,NA,NA,"No","Yes",100,"Yes",40.7608,-111.891,"USA"
"80",2020,54697,"Prefeitura Municipal de Cerquilho","Cerquilho","Brazil","Latin America","No",39617,"POINT (-47.7463 -23.167)","In progress","Do not know",1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Do not know","Yes",NA,NA,NA,NA,"No target",NA,"Yes","Do not know",NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.167,-47.7463,"BRA"
"81",2020,832610,"Orange County, NC","","United States of America","North America","No",142830,"","Yes","Yes",4,35,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",3,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Not intending to undertake","Base year emissions (absolute) target","In progress","Do not know","Yes",0,27,35,0,1,35,1,0,1,0,2,"In progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,28.9347,-81.2881,"USA"
"82",2020,59167,"Municipalidad de Providencia","Providencia","Chile","Latin America","No",142079,"POINT (-70.6092 -33.4313)","Yes","Yes",7,80,0,0,1,2,0,0,0,3,"Yes",21,"Yes","Yes","Regional or country specific methodology","Increased","Intending to undertake in the next 2 years","Not intending to undertake","Base year intensity target","Yes","Yes","Yes",0,16,18,0,39,0,15,0,12,0,51,"Yes",32,48,1,34,48,"Yes","Yes",100,"Yes",-33.4313,-70.6092,"CHL"
"83",2020,59167,"Municipalidad de Providencia","Providencia","Chile","Latin America","No",142079,"POINT (-70.6092 -33.4313)","Yes","Yes",7,80,0,0,1,2,0,0,0,3,"Yes",21,"Yes","Yes","Regional or country specific methodology","Increased","Intending to undertake in the next 2 years","Not intending to undertake","No target","Yes","Yes","Yes",0,16,18,0,39,0,15,0,12,0,51,"Yes",32,48,1,34,48,"Yes","Yes",100,"Yes",-33.4313,-70.6092,"CHL"
"84",2020,60233,"Pärnu City Government","Pärnu","Estonia","Europe","No",51504,"POINT (24.4966 58.3858)","Not intending to incorporate","Not intending to undertake",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,"No target","Not intending to undertake","Not intending to undertake","Yes",0,0,0,0,0,0,0,100,0,0,0,"Do not know",NA,NA,NA,NA,NA,"No","No",NA,"Not intending to undertake",58.3858,24.4966,"EST"
"85",2020,839673,"Municipalidad Distrital de Jesús María","","Peru","Latin America","No",75359,"","Yes","Yes",2,50,0,0,0,0,0,1,0,1,"Yes",7,"Yes","In progress","GPC",NA,NA,NA,"Base year emissions (absolute) target","In progress","Yes","In progress",NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,"In progress",70,0.3,8.2,12.8,8.7,"No","Yes",100,"Yes",-3.7852828,-80.0639827,"PER"
"86",2020,58595,"Municipalidad de Belén","Belén","Costa Rica","Latin America","No",24000,"POINT (-84.1503 10.0035)","Yes","Yes",6,80,0,2,0,0,0,0,0,2,"Yes",12,"In progress","Yes","Regional or country specific methodology","Decreased","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","In progress",1,2,3,2,76,0,7,0,5,4,87,"In progress",22.5,5,16,79,30,"No","No",100,"Yes",10.0035,-84.1503,"CRI"
"87",2020,51079,"Guatemala City","Guatemala City","Guatemala","Latin America","No",902522,"POINT (-90.5069 14.6349)","Yes","In progress",5,86,0,2,0,0,0,0,0,2,"Do not know",5,"In progress","Yes","GPC","This is our first year of calculation","Not intending to undertake","Do not know","No target","Intending to undertake in the next 2 years","Intending to undertake in the next 2 years","Not intending to undertake",0,24.2,0,2.3,56.6,NA,3.8,9.3,1.5,2,62.4,"Do not know",NA,NA,NA,NA,NA,"No",NA,NA,NA,14.6349,-90.5069,"GTM"
"88",2020,3429,"City of Stockholm","Stockholm","Sweden","Europe","No",981105,"POINT (18.0686 59.3293)","Yes","Yes",4,86,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Yes","Yes","GPC","Decreased","Intending to undertake in the next 2 years","Yes","Fixed level target","Yes","Yes","Yes",6,3,2,NA,53,21,0,5,NA,10,NA,"Yes",37,11,5,26,21,"Yes","Yes",100,"Yes",59.3293,18.0686,"SWE"
"89",2020,54034,"City of Grand Rapids","Grand Rapids","United States of America","North America","Yes",201013,"","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",6,"Intending to undertake in the next 2 years","Yes","City specific methodology","This is our first year of calculation","Not intending to undertake","Yes","No target","Intending to undertake in the next 2 years","Yes","Yes",0.1,32.1,33.5,NA,1.5,20.9,0.1,3.3,0.1,8.4,NA,"In progress",4.2,2.2,10.7,79.1,3.8,"No",NA,100,"Yes",42.9464,-85.6088,"USA"
"90",2020,59678,"City of Evanston, IL","Evanston","United States of America","North America","No",75603,"POINT (-87.6898 42.0669)","Yes","In progress",4,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Yes","Yes","GPC","Increased","Not intending to undertake","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Yes",0,35,26,0,1,35,0,1,0,2,3,NA,NA,NA,NA,NA,NA,"No","No",100,"Intending to undertake in next 2 years",42.0669,-87.6898,"USA"
"91",2020,73530,"Town of Lexington, MA","Lexington, MA","United States of America","North America","No",31394,"POINT (-71.2269 42.4443)","Do not know","Yes",4,63,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Yes","Yes","City specific methodology","Decreased","Not intending to undertake","Yes","Base year emissions (absolute) target","Yes","Yes","Yes",0,0,0,0,0,0,0,0,0,100,100,"Yes",14,1,19,71,2,"No","Yes",100,"Yes",42.4443,-71.2269,"USA"
"92",2020,36044,"Seferihisar Municipality","Seferihisar","Turkey","Europe","No",44526,"POINT (26.8344 38.1951)","Not intending to incorporate","Not intending to undertake",3,43,NA,NA,NA,NA,NA,NA,NA,NA,"No",3,"Not intending to undertake","Not intending to undertake",NA,NA,NA,NA,"No target",NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1951,26.8344,"TUR"
"93",2020,13506,"Nottingham City Council","Nottingham","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",332900,"","Yes","Yes",5,51,0,0,0,1,0,0,0,1,"Yes",9,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Fixed level target","Yes","Yes","Yes",9.61,5.26,39.38,0,2.38,19.49,0.5,2.41,3.87,17.1,23.35,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",52.95,-1.15,"GBR"
"94",2020,13506,"Nottingham City Council","Nottingham","United Kingdom of Great Britain and Northern Ireland","Europe","Yes",332900,"","Yes","Yes",5,51,0,0,0,1,0,0,0,1,"Yes",9,"Yes","Yes","GPC","This is our first year of calculation","Not intending to undertake","Not intending to undertake","Base year intensity target","Yes","Yes","Yes",9.61,5.26,39.38,0,2.38,19.49,0.5,2.41,3.87,17.1,23.35,"Yes",NA,NA,NA,NA,NA,"No","Yes",100,"Not intending to undertake",52.95,-1.15,"GBR"
"95",2020,36223,"Antananarivo","Antananarivo","Madagascar","Africa","No",3209933,"POINT (47.5079 -18.8792)","Yes","Yes",4,57,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Yes","Not intending to undertake",NA,NA,NA,NA,"Base year emissions (absolute) target","Yes","Yes","In progress",0,NA,NA,0,20,0,80,NA,0,0,20,"Do not know",NA,NA,NA,NA,NA,NA,"Yes",65,"In progress",-18.8792,47.5079,"MDG"
"96",2020,840936,"Prefeitura de Guanhães","","Brazil","Latin America","No",34319,"","In progress","In progress",2,41,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",4,"Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,"In progress","Do not know","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Do not know","Do not know",80,"Intending to undertake in next 2 years",-18.78,-42.95,"BRA"
"97",2020,1850,"Birmingham City Council","Birmingham","United Kingdom of Great Britain and Northern Ireland","Europe","No",1141400,"","Yes","In progress",4,64,1,1,1,1,0,0,0,4,"Yes",3,"Yes","Yes","GPC","Decreased","Not intending to undertake","Not intending to undertake","Base year emissions (absolute) target","In progress","Yes","Do not know",10.7,5,39.4,0,1.5,19.4,0,2.8,3.8,17.4,22.7,"Do not know",60,1,5,34,NA,"Yes","Yes",100,"Not intending to undertake",52.48,-1.9025,"GBR"
"98",2020,59537,"City of Denton, TX","Denton","United States of America","North America","No",141541,"POINT (-97.1331 33.2148)","Yes","In progress",5,63,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know",1,"Intending to undertake in the next 2 years","Yes","ICLEI","Decreased","Not intending to undertake","Intending to undertake in the next 2 years","No target","Intending to undertake in the next 2 years","Yes","Yes",0.83,4.22,9.76,0,0,2.24,0,0,4.57,78.38,82.95,"Yes",NA,NA,NA,NA,NA,"No","No",99,"Yes",33.2148,-97.1331,"USA"
"99",2020,59631,"City of San Leandro, CA","San Leandro","United States of America","North America","No",90553,"POINT (-122.156 37.7249)","Yes","Yes",7,41,0,1,0,1,0,0,0,2,"Yes",7,"Intending to undertake in the next 2 years","Yes","GPC","Decreased","Yes","Intending to undertake in the next 2 years","Base year emissions (absolute) target","Yes","Yes","Intending to undertake in the next 2 years",4,0,17,5,15,24,0,14,13,8,41,"In progress",15.2,4,20.1,60.3,4.2,"No","No",100,"Not intending to undertake",37.7249,-122.156,"USA"
"100",2020,60387,"Alcaldía de Sincelejo","Sincelejo","Colombia","Latin America","No",277773,"POINT (-75.3906 9.30457)","Yes",NA,9,209,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",1,"Intending to undertake in the next 2 years","Intending to undertake in the next 2 years",NA,NA,NA,NA,"Base year emissions (absolute) target","Intending to undertake in the next 2 years","Yes","Intending to undertake in the next 2 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not intending to undertake",NA,NA,NA,NA,NA,"No","Do not know",NA,"Intending to undertake in next 2 years",9.30457,-75.3906,"COL"
