Unnamed: 0,Year.Reported.to.CDP,Account.Number,Organization,City,Country,CDP.Region,First.Time.Discloser,Population,City.Location,Sustainability.Targets.Master.Planning,Risk.Assessment.Actions,Nb.Hazards.Type,Hazards.Exposure.Level,Adaptation.Challenges.Health,Adaptation.Challenges.Economic,Adaptation.Challenges.Environment,Adaptation.Challenges.Infrastructure,Adaptation.Challenges.Social,Adaptation.Challenges.Governance,Adaptation.Challenges.Education,Adaptation.Challenges.Level,Risk.Health.System,Nb.Adaptation.Actions,Adaptation.Plan,City.Wide.Emissions.Inventory,GHG.Emissions.Primary.protocol,GHG.Emissions.Evolution,GHG.Emissions.Consumption,GHG.Emissions.External.Verification,GHG.Emissions.Reductions.Targets,Emissions.Reductions.Mitigation.Planning,Opportunities.Collaboration,Renewable.Energy.Target,Electricity.Source.Biomass,Electricity.Source.Coal,Electricity.Source.Gas,Electricity.Source.Geothermal,Electricity.Source.Hydro,Electricity.Source.Nuclear,Electricity.Source.Oil,Electricity.Source.Other,Electricity.Source.Solar,Electricity.Source.Wind,Electricity.Source.Renewable,Energy.Efficnecy.Target,Transport.Mode.Passenger.Public,Transport.Mode.Passenger.Cycling,Transport.Mode.Passenger.Other,Transport.Mode.Passenger.Private.motorized,Transport.Mode.Passenger.Walking,Low.Zero.Emission.Zone,Food.Consumption.Policies,Potable.Water.Supply.Percent,Water.Resource.Management.strategy,lat,long,Country.Code.3
56,2020,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,No,463400.0,,Yes,Yes,5.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,3,Yes,Yes,GPC,Decreased,Yes,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,10.0,3.5,30.3,0.0,2.6,13.5,0.2,14.3,0.0,25.6,28.2,Yes,26.0,16.0,2.0,34.0,21.0,No,Yes,100.0,Yes,51.45,-2.5833,GBR
57,2020,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,No,463400.0,,Yes,Yes,5.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,3,Yes,Yes,GPC,Decreased,Yes,Do not know,Fixed level target,Yes,Yes,Yes,10.0,3.5,30.3,0.0,2.6,13.5,0.2,14.3,0.0,25.6,28.2,Yes,26.0,16.0,2.0,34.0,21.0,No,Yes,100.0,Yes,51.45,-2.5833,GBR
58,2020,31117,City of Toronto,Toronto,Canada,North America,No,2919971.0,POINT (-79.3832 43.6532),Yes,Yes,11.0,191.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,Yes,16,Yes,Yes,GPC,Increased,In progress,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,1.0,,29.0,,23.0,34.0,,,1.0,12.0,,Yes,28.0,6.5,2.0,57.0,6.5,No,Yes,100.0,Yes,43.6532,-79.3832,CAN
59,2020,54603,Alcaldia de Pasto,Pasto,Colombia,Latin America,No,455678.0,,Yes,Yes,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Do not know,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Not intending to undertake,Yes,Intending to undertake in the next 2 years,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Do not know,,,,,,No,Yes,80.0,Yes,7.8353,-72.4736,COL
60,2020,43930,The Hague,The Hague,Netherlands,Europe,No,546847.0,POINT (4.3007 52.0705),Yes,Yes,3.0,31.0,,,,,,,,,No,7,Yes,Yes,GPC,Decreased,Not intending to undertake,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,0.43,35.0,63.0,,,0.13,,,0.96,0.48,,Yes,,,,,,Yes,Yes,99.99,Yes,52.0705,4.3007,NLD
61,2020,59653,"City of Manhattan Beach, CA",Manhattan Beach,United States of America,North America,No,35532.0,POINT (-118.405 33.8889),Yes,Yes,3.0,19.0,,,,,,,,,Do not know,3,In progress,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,In progress,,,,,,No,Yes,100.0,Yes,33.8889,-118.405,USA
62,2020,839650,Ayuntamiento de Uriangato,,Mexico,Latin America,No,1241.0,,Yes,Intending to undertake in the next 2 years,1.0,6.0,,,,,,,,,,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,Base year intensity target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,No,No,90.0,Intending to undertake in next 2 years,20.1333,-101.1667,MEX
63,2020,13113,Newcastle City Council,Newcastle upon Tyne,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,300196.0,,Yes,Yes,4.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,5,Yes,Yes,GPC,This is our first year of calculation,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Fixed level target,Yes,Yes,Yes,9.59,1.99,39.39,0.0,1.48,15.52,0.3,8.22,1.54,21.97,24.99,Not intending to undertake,26.0,2.9,2.0,55.2,13.9,No,Yes,100.0,Yes,55.0077,-1.6578,GBR
64,2020,36036,City of Ibadan,Ibadan,Nigeria,Africa,No,6591589.0,POINT (3.94704 7.37753),Yes,Yes,1.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,Yes,1,Yes,Intending to undertake in the next 2 years,,,,,Base year emissions (absolute) target,Yes,Yes,In progress,0.0,0.0,15.0,5.0,40.0,0.0,35.0,,5.0,0.0,50.0,,,,,,,No,,50.0,,7.37753,3.9470400000000003,NGA
65,2020,31163,Istanbul Metropolitan Municipality,Istanbul,Turkey,Europe,No,15519267.0,POINT (28.9784 41.0082),Yes,Yes,6.0,20.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,Do not know,2,In progress,Yes,GPC,Decreased,Not intending to undertake,Intending to undertake in the next 2 years,Baseline scenario (business as usual) target,Yes,Intending to undertake in the next 2 years,Yes,0.7,28.4,37.8,1.3,25.8,0.0,1.6,0.0,0.0,4.4,31.5,,,,,,,No,No,100.0,Yes,41.0082,28.9784,TUR
66,2020,59180,Middelfart Kommune,Middelfart,Denmark,Europe,No,38553.0,POINT (9.87264 55.471),Yes,Yes,4.0,37.0,,,,,,,,,,4,Yes,Yes,Regional or country specific methodology,Decreased,,Do not know,Fixed level target,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,100.0,Yes,55.471000000000004,9.872639999999999,DNK
67,2020,59180,Middelfart Kommune,Middelfart,Denmark,Europe,No,38553.0,POINT (9.87264 55.471),Yes,Yes,4.0,37.0,,,,,,,,,,4,Yes,Yes,Regional or country specific methodology,Decreased,,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,No,No,100.0,Yes,55.471000000000004,9.872639999999999,DNK
68,2020,50385,Prefeitura de Campo Grande,Campo Grande,Brazil,Latin America,No,786797.0,POINT (-37.7142 -7.10801),In progress,In progress,5.0,69.0,,,,,,,,,,6,Do not know,,,,,,,Do not know,Yes,Do not know,,,,,,,,,,,,In progress,,,,,,No,Do not know,99.9,,-7.10801,-37.7142,BRA
69,2020,60546,Nanjing Municipal People's Government,Nanjing,China,East Asia,No,8500000.0,POINT (118.797 32.0603),Yes,Not intending to undertake,2.0,2.0,,,,,,,,,,12,,In progress,2006 IPCC Guidelines,,,,Base year emissions (absolute) target,Yes,Do not know,In progress,,,,,,,,,,,,,,,,,,Yes,Do not know,,Yes,32.0603,118.79700000000001,CHN
70,2020,60546,Nanjing Municipal People's Government,Nanjing,China,East Asia,No,8500000.0,POINT (118.797 32.0603),Yes,Not intending to undertake,2.0,2.0,,,,,,,,,,12,,In progress,2006 IPCC Guidelines,,,,Base year intensity target,Yes,Do not know,In progress,,,,,,,,,,,,,,,,,,Yes,Do not know,,Yes,32.0603,118.79700000000001,CHN
71,2020,50680,Município de Cascais,Cascais,Portugal,Europe,No,212474.0,POINT (-9.42229 38.697),Yes,Yes,5.0,93.0,,,,,,,,,Yes,5,Yes,Yes,Other,Increased,Intending to undertake in the next 2 years,Yes,No target,Yes,Yes,Yes,2.0,7.0,1.0,0.0,13.0,2.0,10.0,0.0,6.0,52.0,71.0,Yes,,,,,,No,No,100.0,Yes,38.696999999999996,-9.42229,PRT
72,2020,31166,Jakarta City Government,Jakarta,Indonesia,Southeast Asia and Oceania,No,10557810.0,POINT (106.865 -6.1751),Yes,Yes,2.0,28.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Yes,2006 IPCC Guidelines,Increased,Intending to undertake in the next 2 years,Yes,Baseline scenario (business as usual) target,Yes,Yes,Yes,0.0,0.0,99.94,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,Yes,,,,,,Yes,Do not know,60.0,In progress,-6.1751,106.865,IDN
73,2020,50650,City of Gibraltar,Gibraltar,Gibraltar,Europe,No,34838.0,POINT (-5.35359 36.1408),Yes,Intending to undertake in the next 2 years,6.0,61.0,,,,,,,,,Do not know,5,In progress,Yes,GPC,Increased,Yes,Do not know,Fixed level target,In progress,Yes,Yes,,,,,,,99.8,,0.2,,,Yes,,,,,,No,Do not know,100.0,Intending to undertake in next 2 years,36.1324,-5.3781,GIB
74,2020,73802,Crespo,,Argentina,Latin America,No,21338.0,,Do not know,Yes,4.0,37.0,,,,,,,,,Do not know,5,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Baseline scenario (business as usual) target,Yes,,,,,,,,,,,,,,,,,,,,,,,,-32.0309,-60.3072,ARG
75,2020,848138,Prefeitura de Conde (Paraíba),,Brazil,Latin America,Yes,24610.0,,Intending to incorporate in the next 2 years,Intending to undertake in the next 2 years,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Do not know,1,Do not know,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,,,,,,,,,,,,Do not know,,,,,,Do not know,Yes,70.0,Intending to undertake in next 2 years,-23.4439,-46.9178,BRA
76,2020,43905,City of San Antonio,San Antonio,United States of America,North America,No,1547253.0,POINT (-98.4936 29.4241),Yes,Yes,5.0,112.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Yes,4,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Do not know,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,22.4,32.9,0.0,0.0,29.8,0.0,,7.4,7.5,14.9,In progress,10.0,8.0,1.0,75.0,6.0,No,Yes,100.0,Yes,29.4241,-98.4936,USA
77,2020,50368,Municipalidad de Provincial de Arequipa,Arequipa,Peru,Latin America,No,1009132.0,POINT (-75.329 -11.0557),In progress,Yes,7.0,89.0,,,,,,,,,,8,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,No target,Intending to undertake in the next 2 years,In progress,Intending to undertake in the next 2 years,,,,,,,,,,,,,,,,,,No,Do not know,80.0,Yes,-11.0557,-75.329,PER
78,2020,63999,"City of Miami Beach, FL",Miami Beach,United States of America,North America,No,91917.0,POINT (-80.13 25.7906),Yes,Yes,4.0,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Yes,1,Yes,Yes,GPC,Stayed the same,Not intending to undertake,Do not know,No target,Yes,Yes,Intending to undertake in the next 2 years,0.0,3.6,69.8,0.0,0.0,21.7,0.5,4.0,0.4,0.0,0.4,Intending to undertake in the next 2 years,12.0,5.5,12.0,56.5,14.0,No,,100.0,Intending to undertake in next 2 years,25.7906,-80.13,USA
79,2020,31177,Salt Lake City,Salt Lake City,United States of America,North America,No,200591.0,POINT (-111.891 40.7608),Yes,Yes,2.0,45.0,,,,,,,,,Yes,3,Yes,Yes,ICLEI,Stayed the same,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.37,58.89,10.57,0.39,7.09,0.0,0.0,10.59,3.54,8.56,19.58,Not intending to undertake,,,,,,No,Yes,100.0,Yes,40.7608,-111.891,USA
80,2020,54697,Prefeitura Municipal de Cerquilho,Cerquilho,Brazil,Latin America,No,39617.0,POINT (-47.7463 -23.167),In progress,Do not know,1.0,9.0,,,,,,,,,,1,Do not know,Yes,,,,,No target,,Yes,Do not know,,,,,100.0,,,,,,,,,,,,,,,,,-23.166999999999998,-47.7463,BRA
81,2020,832610,"Orange County, NC",,United States of America,North America,No,142830.0,,Yes,Yes,4.0,35.0,,,,,,,,,Do not know,3,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Not intending to undertake,Base year emissions (absolute) target,In progress,Do not know,Yes,0.0,27.0,35.0,0.0,1.0,35.0,1.0,0.0,1.0,0.0,2.0,In progress,,,,,,,,,,28.9347,-81.2881,USA
82,2020,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,No,142079.0,POINT (-70.6092 -33.4313),Yes,Yes,7.0,80.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Yes,21,Yes,Yes,Regional or country specific methodology,Increased,Intending to undertake in the next 2 years,Not intending to undertake,Base year intensity target,Yes,Yes,Yes,0.0,16.0,18.0,0.0,39.0,0.0,15.0,0.0,12.0,0.0,51.0,Yes,32.0,48.0,1.0,34.0,48.0,Yes,Yes,100.0,Yes,-33.4313,-70.6092,CHL
83,2020,59167,Municipalidad de Providencia,Providencia,Chile,Latin America,No,142079.0,POINT (-70.6092 -33.4313),Yes,Yes,7.0,80.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,Yes,21,Yes,Yes,Regional or country specific methodology,Increased,Intending to undertake in the next 2 years,Not intending to undertake,No target,Yes,Yes,Yes,0.0,16.0,18.0,0.0,39.0,0.0,15.0,0.0,12.0,0.0,51.0,Yes,32.0,48.0,1.0,34.0,48.0,Yes,Yes,100.0,Yes,-33.4313,-70.6092,CHL
84,2020,60233,Pärnu City Government,Pärnu,Estonia,Europe,No,51504.0,POINT (24.4966 58.3858),Not intending to incorporate,Not intending to undertake,2.0,,,,,,,,,,,1,Not intending to undertake,Not intending to undertake,,,,,No target,Not intending to undertake,Not intending to undertake,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,Do not know,,,,,,No,No,,Not intending to undertake,58.3858,24.4966,EST
85,2020,839673,Municipalidad Distrital de Jesús María,,Peru,Latin America,No,75359.0,,Yes,Yes,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Yes,7,Yes,In progress,GPC,,,,Base year emissions (absolute) target,In progress,Yes,In progress,,,,,100.0,,,,,,,In progress,70.0,0.3,8.2,12.8,8.7,No,Yes,100.0,Yes,-3.7852828,-80.06398270000001,PER
86,2020,58595,Municipalidad de Belén,Belén,Costa Rica,Latin America,No,24000.0,POINT (-84.1503 10.0035),Yes,Yes,6.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Yes,12,In progress,Yes,Regional or country specific methodology,Decreased,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,In progress,1.0,2.0,3.0,2.0,76.0,0.0,7.0,0.0,5.0,4.0,87.0,In progress,22.5,5.0,16.0,79.0,30.0,No,No,100.0,Yes,10.0035,-84.1503,CRI
87,2020,51079,Guatemala City,Guatemala City,Guatemala,Latin America,No,902522.0,POINT (-90.5069 14.6349),Yes,In progress,5.0,86.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Do not know,5,In progress,Yes,GPC,This is our first year of calculation,Not intending to undertake,Do not know,No target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Not intending to undertake,0.0,24.2,0.0,2.3,56.6,,3.8,9.3,1.5,2.0,62.4,Do not know,,,,,,No,,,,14.6349,-90.5069,GTM
88,2020,3429,City of Stockholm,Stockholm,Sweden,Europe,No,981105.0,POINT (18.0686 59.3293),Yes,Yes,4.0,86.0,,,,,,,,,Yes,4,Yes,Yes,GPC,Decreased,Intending to undertake in the next 2 years,Yes,Fixed level target,Yes,Yes,Yes,6.0,3.0,2.0,,53.0,21.0,0.0,5.0,,10.0,,Yes,37.0,11.0,5.0,26.0,21.0,Yes,Yes,100.0,Yes,59.3293,18.0686,SWE
89,2020,54034,City of Grand Rapids,Grand Rapids,United States of America,North America,Yes,201013.0,,Yes,Yes,,,,,,,,,,,Yes,6,Intending to undertake in the next 2 years,Yes,City specific methodology,This is our first year of calculation,Not intending to undertake,Yes,No target,Intending to undertake in the next 2 years,Yes,Yes,0.1,32.1,33.5,,1.5,20.9,0.1,3.3,0.1,8.4,,In progress,4.2,2.2,10.7,79.1,3.8,No,,100.0,Yes,42.9464,-85.6088,USA
90,2020,59678,"City of Evanston, IL",Evanston,United States of America,North America,No,75603.0,POINT (-87.6898 42.0669),Yes,In progress,4.0,64.0,,,,,,,,,,6,Yes,Yes,GPC,Increased,Not intending to undertake,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,35.0,26.0,0.0,1.0,35.0,0.0,1.0,0.0,2.0,3.0,,,,,,,No,No,100.0,Intending to undertake in next 2 years,42.0669,-87.6898,USA
91,2020,73530,"Town of Lexington, MA","Lexington, MA",United States of America,North America,No,31394.0,POINT (-71.2269 42.4443),Do not know,Yes,4.0,63.0,,,,,,,,,Yes,1,Yes,Yes,City specific methodology,Decreased,Not intending to undertake,Yes,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,Yes,14.0,1.0,19.0,71.0,2.0,No,Yes,100.0,Yes,42.4443,-71.2269,USA
92,2020,36044,Seferihisar Municipality,Seferihisar,Turkey,Europe,No,44526.0,POINT (26.8344 38.1951),Not intending to incorporate,Not intending to undertake,3.0,43.0,,,,,,,,,No,3,Not intending to undertake,Not intending to undertake,,,,,No target,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,38.1951,26.8344,TUR
93,2020,13506,Nottingham City Council,Nottingham,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,332900.0,,Yes,Yes,5.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,9,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Fixed level target,Yes,Yes,Yes,9.61,5.26,39.38,0.0,2.38,19.49,0.5,2.41,3.87,17.1,23.35,Yes,,,,,,No,Yes,100.0,Not intending to undertake,52.95,-1.15,GBR
94,2020,13506,Nottingham City Council,Nottingham,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,332900.0,,Yes,Yes,5.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Yes,9,Yes,Yes,GPC,This is our first year of calculation,Not intending to undertake,Not intending to undertake,Base year intensity target,Yes,Yes,Yes,9.61,5.26,39.38,0.0,2.38,19.49,0.5,2.41,3.87,17.1,23.35,Yes,,,,,,No,Yes,100.0,Not intending to undertake,52.95,-1.15,GBR
95,2020,36223,Antananarivo,Antananarivo,Madagascar,Africa,No,3209933.0,POINT (47.5079 -18.8792),Yes,Yes,4.0,57.0,,,,,,,,,Yes,4,Yes,Not intending to undertake,,,,,Base year emissions (absolute) target,Yes,Yes,In progress,0.0,,,0.0,20.0,0.0,80.0,,0.0,0.0,20.0,Do not know,,,,,,,Yes,65.0,In progress,-18.8792,47.5079,MDG
96,2020,840936,Prefeitura de Guanhães,,Brazil,Latin America,No,34319.0,,In progress,In progress,2.0,41.0,,,,,,,,,Yes,4,Do not know,Intending to undertake in the next 2 years,,,,,,In progress,Do not know,Intending to undertake in the next 2 years,,,,,,,,,,,,Yes,,,,,,Do not know,Do not know,80.0,Intending to undertake in next 2 years,-18.78,-42.95,BRA
97,2020,1850,Birmingham City Council,Birmingham,United Kingdom of Great Britain and Northern Ireland,Europe,No,1141400.0,,Yes,In progress,4.0,64.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,Yes,3,Yes,Yes,GPC,Decreased,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,In progress,Yes,Do not know,10.7,5.0,39.4,0.0,1.5,19.4,0.0,2.8,3.8,17.4,22.7,Do not know,60.0,1.0,5.0,34.0,,Yes,Yes,100.0,Not intending to undertake,52.48,-1.9025,GBR
98,2020,59537,"City of Denton, TX",Denton,United States of America,North America,No,141541.0,POINT (-97.1331 33.2148),Yes,In progress,5.0,63.0,,,,,,,,,Do not know,1,Intending to undertake in the next 2 years,Yes,ICLEI,Decreased,Not intending to undertake,Intending to undertake in the next 2 years,No target,Intending to undertake in the next 2 years,Yes,Yes,0.83,4.22,9.76,0.0,0.0,2.24,0.0,0.0,4.57,78.38,82.95,Yes,,,,,,No,No,99.0,Yes,33.2148,-97.1331,USA
99,2020,59631,"City of San Leandro, CA",San Leandro,United States of America,North America,No,90553.0,POINT (-122.156 37.7249),Yes,Yes,7.0,41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Yes,7,Intending to undertake in the next 2 years,Yes,GPC,Decreased,Yes,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Intending to undertake in the next 2 years,4.0,0.0,17.0,5.0,15.0,24.0,0.0,14.0,13.0,8.0,41.0,In progress,15.2,4.0,20.1,60.3,4.2,No,No,100.0,Not intending to undertake,37.7249,-122.156,USA
100,2020,60387,Alcaldía de Sincelejo,Sincelejo,Colombia,Latin America,No,277773.0,POINT (-75.3906 9.30457),Yes,,9.0,209.0,,,,,,,,,Yes,1,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,,,,,Base year emissions (absolute) target,Intending to undertake in the next 2 years,Yes,Intending to undertake in the next 2 years,,,,,,,,,,,,Not intending to undertake,,,,,,No,Do not know,,Intending to undertake in next 2 years,9.30457,-75.3906,COL
101,2020,50792,Ville de Monaco,Monaco,Monaco,Europe,No,38100.0,POINT (7.42081 43.7374),Yes,Yes,2.0,26.0,,,,,,,,,No,1,In progress,Yes,2006 IPCC Guidelines,Increased,Yes,In progress,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,1.5,2.7,0.0,6.6,86.3,1.0,0.0,1.9,0.0,8.5,Yes,15.0,1.0,0.0,45.0,37.0,No,Yes,100.0,Intending to undertake in next 2 years,43.7374,7.42081,MCO
102,2020,50545,City of Henderson,Henderson,United States of America,North America,Yes,310374.0,,Yes,Yes,8.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Yes,4,Do not know,Intending to undertake in the next 2 years,,,,,No target,Do not know,Yes,Intending to undertake in the next 2 years,0.34,7.53,75.36,6.58,2.44,0.3,0.0,0.02,5.62,1.81,16.45,Intending to undertake in the next 2 years,2.9,0.6,0.8,87.7,8.0,No,Do not know,99.0,Yes,36.0133,-115.038,USA
103,2020,32480,City of Adelaide,Adelaide,Australia,Southeast Asia and Oceania,No,24807.0,POINT (138.601 -34.9285),Yes,Yes,4.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Yes,17,Yes,Yes,GPC,Stayed the same,Not intending to undertake,Not intending to undertake,Fixed level target,Yes,Yes,Yes,0.0,0.0,47.4,0.0,0.0,0.0,1.0,0.3,11.6,39.5,51.1,Yes,31.4,2.9,15.1,47.3,3.3,No,Yes,100.0,In progress,-34.9285,138.601,AUS
104,2020,32480,City of Adelaide,Adelaide,Australia,Southeast Asia and Oceania,No,24807.0,POINT (138.601 -34.9285),Yes,Yes,4.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Yes,17,Yes,Yes,GPC,Stayed the same,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,Yes,Yes,Yes,0.0,0.0,47.4,0.0,0.0,0.0,1.0,0.3,11.6,39.5,51.1,Yes,31.4,2.9,15.1,47.3,3.3,No,Yes,100.0,In progress,-34.9285,138.601,AUS
105,2020,50381,Municipio de Torreón,Torreón,Mexico,Latin America,No,679288.0,POINT (-103.407 25.5428),Yes,Yes,12.0,223.0,,,,,,,,,,9,,In progress,,,,,No target,,,In progress,0.0,0.0,0.0,0.0,15.0,0.0,70.0,0.0,15.0,0.0,30.0,Yes,,,,,,,,90.0,In progress,25.5428,-103.40700000000001,MEX
106,2020,58865,Jammerbugt Kommune,Jammerbugt,Denmark,Europe,No,38638.0,POINT (9.54153 57.1453),Yes,Yes,4.0,52.0,,,,,,,,,No,1,Yes,Yes,GPC,Do not know,,Yes,Fixed level target,In progress,Yes,In progress,,0.0,,0.0,0.0,0.0,0.0,,,,,Do not know,0.0,,0.0,,,No,No,100.0,Yes,57.1453,9.54153,DNK
107,2020,832274,Município de Odemira,,Portugal,Europe,No,26066.0,,,Yes,4.0,,,,,,,,,,,10,,,,,,,,In progress,,,,,,,,,,,,,,,,,,,,No,Do not know,73.0,,37.5833,-8.6333,PRT
108,2020,35755,Village of Kadiovacik,Urla,Turkey,Europe,No,240.0,POINT (26.5536 38.3434),Yes,Yes,1.0,9.0,,,,,,,,,No,1,Yes,Yes,2006 IPCC Guidelines,Increased,Not intending to undertake,Not intending to undertake,Fixed level target,Intending to undertake in the next 2 years,Intending to undertake in the next 2 years,Yes,0.0,23.0,28.0,2.0,32.0,0.0,0.0,2.0,3.0,10.0,47.0,Intending to undertake in the next 2 years,,,,,,No,Yes,100.0,Not intending to undertake,38.3434,26.5536,TUR
109,2020,58609,City of Ærøskøbing,Ærøskøbing,Denmark,Europe,No,6058.0,POINT (10.4047 54.8914),Yes,Yes,,,,,,,,,,,,1,Yes,Yes,,Stayed the same,Not intending to undertake,Not intending to undertake,Base year emissions (absolute) target,,,Yes,,,,,,,,,,,,In progress,,,,,,,,,,54.8914,10.4047,DNK
110,2020,60318,Prefeitura de Porto Velho,Porto Velho,Brazil,Latin America,No,494.0,POINT (-40.3776 -20.3338),Yes,Intending to undertake in the next 2 years,8.0,143.0,,,,,,,,,Yes,8,In progress,Intending to undertake in the next 2 years,,,,,Base year emissions (absolute) target,Intending to undertake in the next 2 years,Yes,Do not know,0.0,,0.0,0.0,93.0,0.0,7.0,0.0,0.0,0.0,93.0,Do not know,0.61,8.5,6.0,84.89,,No,Do not know,48.0,Yes,-20.3338,-40.3776,BRA
111,2020,841540,South Lakeland District Council,,United Kingdom of Great Britain and Northern Ireland,Europe,Yes,104955.0,,Yes,In progress,5.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Do not know,1,Do not know,Yes,GPC,This is our first year of calculation,Yes,In progress,Base year emissions (absolute) target,Yes,In progress,In progress,8.81,3.11,26.76,0.0,2.28,11.9,0.17,5.83,13.16,27.98,43.42,Yes,,,,,,No,Do not know,100.0,In progress,51.5207,0.2956,GBR
112,2020,31112,Kaohsiung City Government,Kaohsiung,"Taiwan, Greater China",East Asia,No,2773198.0,POINT (120.344 22.6297),Yes,Yes,6.0,134.0,,,,,,,,,Yes,6,Yes,Yes,Other,Increased,Not intending to undertake,Intending to undertake in the next 2 years,Base year emissions (absolute) target,Yes,Yes,Yes,,,,,,,,,,,,Not intending to undertake,8.8,3.1,2.2,80.6,5.3,No,Yes,96.2,In progress,22.6297,120.344,TWN
